date,week,month,year,quarter,day_of_week,is_weekend,is_ramadan,is_hajj,is_eid
2023-06-19,2023-W25,2023-06,2023,2,0,False,False,True,True
2023-06-20,2023-W25,2023-06,2023,2,1,False,False,True,True
2023-06-21,2023-W25,2023-06,2023,2,2,False,False,True,True
2023-06-22,2023-W25,2023-06,2023,2,3,False,False,True,True
2023-06-23,2023-W25,2023-06,2023,2,4,False,False,True,True
2023-06-24,2023-W25,2023-06,2023,2,5,True,False,True,True
2023-06-25,2023-W25,2023-06,2023,2,6,True,False,True,True
2023-06-26,2023-W26,2023-06,2023,2,0,False,False,True,True
2023-06-27,2023-W26,2023-06,2023,2,1,False,False,True,True
2023-06-28,2023-W26,2023-06,2023,2,2,False,False,True,True
2023-06-29,2023-W26,2023-06,2023,2,3,False,False,True,True
2023-06-30,2023-W26,2023-06,2023,2,4,False,False,True,True
2023-07-01,2023-W26,2023-07,2023,3,5,True,False,False,False
2023-07-02,2023-W26,2023-07,2023,3,6,True,False,False,False
2023-07-03,2023-W27,2023-07,2023,3,0,False,False,False,False
2023-07-04,2023-W27,2023-07,2023,3,1,False,False,False,False
2023-07-05,2023-W27,2023-07,2023,3,2,False,False,False,False
2023-07-06,2023-W27,2023-07,2023,3,3,False,False,False,False
2023-07-07,2023-W27,2023-07,2023,3,4,False,False,False,False
2023-07-08,2023-W27,2023-07,2023,3,5,True,False,False,False
2023-07-09,2023-W27,2023-07,2023,3,6,True,False,False,False
2023-07-10,2023-W28,2023-07,2023,3,0,False,False,False,False
2023-07-11,2023-W28,2023-07,2023,3,1,False,False,False,False
2023-07-12,2023-W28,2023-07,2023,3,2,False,False,False,False
2023-07-13,2023-W28,2023-07,2023,3,3,False,False,False,False
2023-07-14,2023-W28,2023-07,2023,3,4,False,False,False,False
2023-07-15,2023-W28,2023-07,2023,3,5,True,False,False,False
2023-07-16,2023-W28,2023-07,2023,3,6,True,False,False,False
2023-07-17,2023-W29,2023-07,2023,3,0,False,False,False,False
2023-07-18,2023-W29,2023-07,2023,3,1,False,False,False,False
2023-07-19,2023-W29,2023-07,2023,3,2,False,False,False,False
2023-07-20,2023-W29,2023-07,2023,3,3,False,False,False,False
2023-07-21,2023-W29,2023-07,2023,3,4,False,False,False,False
2023-07-22,2023-W29,2023-07,2023,3,5,True,False,False,False
2023-07-23,2023-W29,2023-07,2023,3,6,True,False,False,False
2023-07-24,2023-W30,2023-07,2023,3,0,False,False,False,False
2023-07-25,2023-W30,2023-07,2023,3,1,False,False,False,False
2023-07-26,2023-W30,2023-07,2023,3,2,False,False,False,False
2023-07-27,2023-W30,2023-07,2023,3,3,False,False,False,False
2023-07-28,2023-W30,2023-07,2023,3,4,False,False,False,False
2023-07-29,2023-W30,2023-07,2023,3,5,True,False,False,False
2023-07-30,2023-W30,2023-07,2023,3,6,True,False,False,False
2023-07-31,2023-W31,2023-07,2023,3,0,False,False,False,False
2023-08-01,2023-W31,2023-08,2023,3,1,False,False,False,False
2023-08-02,2023-W31,2023-08,2023,3,2,False,False,False,False
2023-08-03,2023-W31,2023-08,2023,3,3,False,False,False,False
2023-08-04,2023-W31,2023-08,2023,3,4,False,False,False,False
2023-08-05,2023-W31,2023-08,2023,3,5,True,False,False,False
2023-08-06,2023-W31,2023-08,2023,3,6,True,False,False,False
2023-08-07,2023-W32,2023-08,2023,3,0,False,False,False,False
2023-08-08,2023-W32,2023-08,2023,3,1,False,False,False,False
2023-08-09,2023-W32,2023-08,2023,3,2,False,False,False,False
2023-08-10,2023-W32,2023-08,2023,3,3,False,False,False,False
2023-08-11,2023-W32,2023-08,2023,3,4,False,False,False,False
2023-08-12,2023-W32,2023-08,2023,3,5,True,False,False,False
2023-08-13,2023-W32,2023-08,2023,3,6,True,False,False,False
2023-08-14,2023-W33,2023-08,2023,3,0,False,False,False,False
2023-08-15,2023-W33,2023-08,2023,3,1,False,False,False,False
2023-08-16,2023-W33,2023-08,2023,3,2,False,False,False,False
2023-08-17,2023-W33,2023-08,2023,3,3,False,False,False,False
2023-08-18,2023-W33,2023-08,2023,3,4,False,False,False,False
2023-08-19,2023-W33,2023-08,2023,3,5,True,False,False,False
2023-08-20,2023-W33,2023-08,2023,3,6,True,False,False,False
2023-08-21,2023-W34,2023-08,2023,3,0,False,False,False,False
2023-08-22,2023-W34,2023-08,2023,3,1,False,False,False,False
2023-08-23,2023-W34,2023-08,2023,3,2,False,False,False,False
2023-08-24,2023-W34,2023-08,2023,3,3,False,False,False,False
2023-08-25,2023-W34,2023-08,2023,3,4,False,False,False,False
2023-08-26,2023-W34,2023-08,2023,3,5,True,False,False,False
2023-08-27,2023-W34,2023-08,2023,3,6,True,False,False,False
2023-08-28,2023-W35,2023-08,2023,3,0,False,False,False,False
2023-08-29,2023-W35,2023-08,2023,3,1,False,False,False,False
2023-08-30,2023-W35,2023-08,2023,3,2,False,False,False,False
2023-08-31,2023-W35,2023-08,2023,3,3,False,False,False,False
2023-09-01,2023-W35,2023-09,2023,3,4,False,False,False,False
2023-09-02,2023-W35,2023-09,2023,3,5,True,False,False,False
2023-09-03,2023-W35,2023-09,2023,3,6,True,False,False,False
2023-09-04,2023-W36,2023-09,2023,3,0,False,False,False,False
2023-09-05,2023-W36,2023-09,2023,3,1,False,False,False,False
2023-09-06,2023-W36,2023-09,2023,3,2,False,False,False,False
2023-09-07,2023-W36,2023-09,2023,3,3,False,False,False,False
2023-09-08,2023-W36,2023-09,2023,3,4,False,False,False,False
2023-09-09,2023-W36,2023-09,2023,3,5,True,False,False,False
2023-09-10,2023-W36,2023-09,2023,3,6,True,False,False,False
2023-09-11,2023-W37,2023-09,2023,3,0,False,False,False,False
2023-09-12,2023-W37,2023-09,2023,3,1,False,False,False,False
2023-09-13,2023-W37,2023-09,2023,3,2,False,False,False,False
2023-09-14,2023-W37,2023-09,2023,3,3,False,False,False,False
2023-09-15,2023-W37,2023-09,2023,3,4,False,False,False,False
2023-09-16,2023-W37,2023-09,2023,3,5,True,False,False,False
2023-09-17,2023-W37,2023-09,2023,3,6,True,False,False,False
2023-09-18,2023-W38,2023-09,2023,3,0,False,False,False,False
2023-09-19,2023-W38,2023-09,2023,3,1,False,False,False,False
2023-09-20,2023-W38,2023-09,2023,3,2,False,False,False,False
2023-09-21,2023-W38,2023-09,2023,3,3,False,False,False,False
2023-09-22,2023-W38,2023-09,2023,3,4,False,False,False,False
2023-09-23,2023-W38,2023-09,2023,3,5,True,False,False,False
2023-09-24,2023-W38,2023-09,2023,3,6,True,False,False,False
2023-09-25,2023-W39,2023-09,2023,3,0,False,False,False,False
2023-09-26,2023-W39,2023-09,2023,3,1,False,False,False,False
2023-09-27,2023-W39,2023-09,2023,3,2,False,False,False,False
2023-09-28,2023-W39,2023-09,2023,3,3,False,False,False,False
2023-09-29,2023-W39,2023-09,2023,3,4,False,False,False,False
2023-09-30,2023-W39,2023-09,2023,3,5,True,False,False,False
2023-10-01,2023-W39,2023-10,2023,4,6,True,False,False,False
2023-10-02,2023-W40,2023-10,2023,4,0,False,False,False,False
2023-10-03,2023-W40,2023-10,2023,4,1,False,False,False,False
2023-10-04,2023-W40,2023-10,2023,4,2,False,False,False,False
2023-10-05,2023-W40,2023-10,2023,4,3,False,False,False,False
2023-10-06,2023-W40,2023-10,2023,4,4,False,False,False,False
2023-10-07,2023-W40,2023-10,2023,4,5,True,False,False,False
2023-10-08,2023-W40,2023-10,2023,4,6,True,False,False,False
2023-10-09,2023-W41,2023-10,2023,4,0,False,False,False,False
2023-10-10,2023-W41,2023-10,2023,4,1,False,False,False,False
2023-10-11,2023-W41,2023-10,2023,4,2,False,False,False,False
2023-10-12,2023-W41,2023-10,2023,4,3,False,False,False,False
2023-10-13,2023-W41,2023-10,2023,4,4,False,False,False,False
2023-10-14,2023-W41,2023-10,2023,4,5,True,False,False,False
2023-10-15,2023-W41,2023-10,2023,4,6,True,False,False,False
2023-10-16,2023-W42,2023-10,2023,4,0,False,False,False,False
2023-10-17,2023-W42,2023-10,2023,4,1,False,False,False,False
2023-10-18,2023-W42,2023-10,2023,4,2,False,False,False,False
2023-10-19,2023-W42,2023-10,2023,4,3,False,False,False,False
2023-10-20,2023-W42,2023-10,2023,4,4,False,False,False,False
2023-10-21,2023-W42,2023-10,2023,4,5,True,False,False,False
2023-10-22,2023-W42,2023-10,2023,4,6,True,False,False,False
2023-10-23,2023-W43,2023-10,2023,4,0,False,False,False,False
2023-10-24,2023-W43,2023-10,2023,4,1,False,False,False,False
2023-10-25,2023-W43,2023-10,2023,4,2,False,False,False,False
2023-10-26,2023-W43,2023-10,2023,4,3,False,False,False,False
2023-10-27,2023-W43,2023-10,2023,4,4,False,False,False,False
2023-10-28,2023-W43,2023-10,2023,4,5,True,False,False,False
2023-10-29,2023-W43,2023-10,2023,4,6,True,False,False,False
2023-10-30,2023-W44,2023-10,2023,4,0,False,False,False,False
2023-10-31,2023-W44,2023-10,2023,4,1,False,False,False,False
2023-11-01,2023-W44,2023-11,2023,4,2,False,False,False,False
2023-11-02,2023-W44,2023-11,2023,4,3,False,False,False,False
2023-11-03,2023-W44,2023-11,2023,4,4,False,False,False,False
2023-11-04,2023-W44,2023-11,2023,4,5,True,False,False,False
2023-11-05,2023-W44,2023-11,2023,4,6,True,False,False,False
2023-11-06,2023-W45,2023-11,2023,4,0,False,False,False,False
2023-11-07,2023-W45,2023-11,2023,4,1,False,False,False,False
2023-11-08,2023-W45,2023-11,2023,4,2,False,False,False,False
2023-11-09,2023-W45,2023-11,2023,4,3,False,False,False,False
2023-11-10,2023-W45,2023-11,2023,4,4,False,False,False,False
2023-11-11,2023-W45,2023-11,2023,4,5,True,False,False,False
2023-11-12,2023-W45,2023-11,2023,4,6,True,False,False,False
2023-11-13,2023-W46,2023-11,2023,4,0,False,False,False,False
2023-11-14,2023-W46,2023-11,2023,4,1,False,False,False,False
2023-11-15,2023-W46,2023-11,2023,4,2,False,False,False,False
2023-11-16,2023-W46,2023-11,2023,4,3,False,False,False,False
2023-11-17,2023-W46,2023-11,2023,4,4,False,False,False,False
2023-11-18,2023-W46,2023-11,2023,4,5,True,False,False,False
2023-11-19,2023-W46,2023-11,2023,4,6,True,False,False,False
2023-11-20,2023-W47,2023-11,2023,4,0,False,False,False,False
2023-11-21,2023-W47,2023-11,2023,4,1,False,False,False,False
2023-11-22,2023-W47,2023-11,2023,4,2,False,False,False,False
2023-11-23,2023-W47,2023-11,2023,4,3,False,False,False,False
2023-11-24,2023-W47,2023-11,2023,4,4,False,False,False,False
2023-11-25,2023-W47,2023-11,2023,4,5,True,False,False,False
2023-11-26,2023-W47,2023-11,2023,4,6,True,False,False,False
2023-11-27,2023-W48,2023-11,2023,4,0,False,False,False,False
2023-11-28,2023-W48,2023-11,2023,4,1,False,False,False,False
2023-11-29,2023-W48,2023-11,2023,4,2,False,False,False,False
2023-11-30,2023-W48,2023-11,2023,4,3,False,False,False,False
2023-12-01,2023-W48,2023-12,2023,4,4,False,False,False,False
2023-12-02,2023-W48,2023-12,2023,4,5,True,False,False,False
2023-12-03,2023-W48,2023-12,2023,4,6,True,False,False,False
2023-12-04,2023-W49,2023-12,2023,4,0,False,False,False,False
2023-12-05,2023-W49,2023-12,2023,4,1,False,False,False,False
2023-12-06,2023-W49,2023-12,2023,4,2,False,False,False,False
2023-12-07,2023-W49,2023-12,2023,4,3,False,False,False,False
2023-12-08,2023-W49,2023-12,2023,4,4,False,False,False,False
2023-12-09,2023-W49,2023-12,2023,4,5,True,False,False,False
2023-12-10,2023-W49,2023-12,2023,4,6,True,False,False,False
2023-12-11,2023-W50,2023-12,2023,4,0,False,False,False,False
2023-12-12,2023-W50,2023-12,2023,4,1,False,False,False,False
2023-12-13,2023-W50,2023-12,2023,4,2,False,False,False,False
2023-12-14,2023-W50,2023-12,2023,4,3,False,False,False,False
2023-12-15,2023-W50,2023-12,2023,4,4,False,False,False,False
2023-12-16,2023-W50,2023-12,2023,4,5,True,False,False,False
2023-12-17,2023-W50,2023-12,2023,4,6,True,False,False,False
2023-12-18,2023-W51,2023-12,2023,4,0,False,False,False,False
2023-12-19,2023-W51,2023-12,2023,4,1,False,False,False,False
2023-12-20,2023-W51,2023-12,2023,4,2,False,False,False,False
2023-12-21,2023-W51,2023-12,2023,4,3,False,False,False,False
2023-12-22,2023-W51,2023-12,2023,4,4,False,False,False,False
2023-12-23,2023-W51,2023-12,2023,4,5,True,False,False,False
2023-12-24,2023-W51,2023-12,2023,4,6,True,False,False,False
2023-12-25,2023-W52,2023-12,2023,4,0,False,False,False,False
2023-12-26,2023-W52,2023-12,2023,4,1,False,False,False,False
2023-12-27,2023-W52,2023-12,2023,4,2,False,False,False,False
2023-12-28,2023-W52,2023-12,2023,4,3,False,False,False,False
2023-12-29,2023-W52,2023-12,2023,4,4,False,False,False,False
2023-12-30,2023-W52,2023-12,2023,4,5,True,False,False,False
2023-12-31,2023-W52,2023-12,2023,4,6,True,False,False,False
2024-01-01,2024-W01,2024-01,2024,1,0,False,False,False,False
2024-01-02,2024-W01,2024-01,2024,1,1,False,False,False,False
2024-01-03,2024-W01,2024-01,2024,1,2,False,False,False,False
2024-01-04,2024-W01,2024-01,2024,1,3,False,False,False,False
2024-01-05,2024-W01,2024-01,2024,1,4,False,False,False,False
2024-01-06,2024-W01,2024-01,2024,1,5,True,False,False,False
2024-01-07,2024-W01,2024-01,2024,1,6,True,False,False,False
2024-01-08,2024-W02,2024-01,2024,1,0,False,False,False,False
2024-01-09,2024-W02,2024-01,2024,1,1,False,False,False,False
2024-01-10,2024-W02,2024-01,2024,1,2,False,False,False,False
2024-01-11,2024-W02,2024-01,2024,1,3,False,False,False,False
2024-01-12,2024-W02,2024-01,2024,1,4,False,False,False,False
2024-01-13,2024-W02,2024-01,2024,1,5,True,False,False,False
2024-01-14,2024-W02,2024-01,2024,1,6,True,False,False,False
2024-01-15,2024-W03,2024-01,2024,1,0,False,False,False,False
2024-01-16,2024-W03,2024-01,2024,1,1,False,False,False,False
2024-01-17,2024-W03,2024-01,2024,1,2,False,False,False,False
2024-01-18,2024-W03,2024-01,2024,1,3,False,False,False,False
2024-01-19,2024-W03,2024-01,2024,1,4,False,False,False,False
2024-01-20,2024-W03,2024-01,2024,1,5,True,False,False,False
2024-01-21,2024-W03,2024-01,2024,1,6,True,False,False,False
2024-01-22,2024-W04,2024-01,2024,1,0,False,False,False,False
2024-01-23,2024-W04,2024-01,2024,1,1,False,False,False,False
2024-01-24,2024-W04,2024-01,2024,1,2,False,False,False,False
2024-01-25,2024-W04,2024-01,2024,1,3,False,False,False,False
2024-01-26,2024-W04,2024-01,2024,1,4,False,False,False,False
2024-01-27,2024-W04,2024-01,2024,1,5,True,False,False,False
2024-01-28,2024-W04,2024-01,2024,1,6,True,False,False,False
2024-01-29,2024-W05,2024-01,2024,1,0,False,False,False,False
2024-01-30,2024-W05,2024-01,2024,1,1,False,False,False,False
2024-01-31,2024-W05,2024-01,2024,1,2,False,False,False,False
2024-02-01,2024-W05,2024-02,2024,1,3,False,False,False,False
2024-02-02,2024-W05,2024-02,2024,1,4,False,False,False,False
2024-02-03,2024-W05,2024-02,2024,1,5,True,False,False,False
2024-02-04,2024-W05,2024-02,2024,1,6,True,False,False,False
2024-02-05,2024-W06,2024-02,2024,1,0,False,False,False,False
2024-02-06,2024-W06,2024-02,2024,1,1,False,False,False,False
2024-02-07,2024-W06,2024-02,2024,1,2,False,False,False,False
2024-02-08,2024-W06,2024-02,2024,1,3,False,False,False,False
2024-02-09,2024-W06,2024-02,2024,1,4,False,False,False,False
2024-02-10,2024-W06,2024-02,2024,1,5,True,False,False,False
2024-02-11,2024-W06,2024-02,2024,1,6,True,False,False,False
2024-02-12,2024-W07,2024-02,2024,1,0,False,False,False,False
2024-02-13,2024-W07,2024-02,2024,1,1,False,False,False,False
2024-02-14,2024-W07,2024-02,2024,1,2,False,False,False,False
2024-02-15,2024-W07,2024-02,2024,1,3,False,False,False,False
2024-02-16,2024-W07,2024-02,2024,1,4,False,False,False,False
2024-02-17,2024-W07,2024-02,2024,1,5,True,False,False,False
2024-02-18,2024-W07,2024-02,2024,1,6,True,False,False,False
2024-02-19,2024-W08,2024-02,2024,1,0,False,False,False,False
2024-02-20,2024-W08,2024-02,2024,1,1,False,False,False,False
2024-02-21,2024-W08,2024-02,2024,1,2,False,False,False,False
2024-02-22,2024-W08,2024-02,2024,1,3,False,False,False,False
2024-02-23,2024-W08,2024-02,2024,1,4,False,False,False,False
2024-02-24,2024-W08,2024-02,2024,1,5,True,False,False,False
2024-02-25,2024-W08,2024-02,2024,1,6,True,False,False,False
2024-02-26,2024-W09,2024-02,2024,1,0,False,False,False,False
2024-02-27,2024-W09,2024-02,2024,1,1,False,False,False,False
2024-02-28,2024-W09,2024-02,2024,1,2,False,False,False,False
2024-02-29,2024-W09,2024-02,2024,1,3,False,False,False,False
2024-03-01,2024-W09,2024-03,2024,1,4,False,False,False,False
2024-03-02,2024-W09,2024-03,2024,1,5,True,False,False,False
2024-03-03,2024-W09,2024-03,2024,1,6,True,False,False,False
2024-03-04,2024-W10,2024-03,2024,1,0,False,False,False,False
2024-03-05,2024-W10,2024-03,2024,1,1,False,False,False,False
2024-03-06,2024-W10,2024-03,2024,1,2,False,False,False,False
2024-03-07,2024-W10,2024-03,2024,1,3,False,False,False,False
2024-03-08,2024-W10,2024-03,2024,1,4,False,False,False,False
2024-03-09,2024-W10,2024-03,2024,1,5,True,False,False,False
2024-03-10,2024-W10,2024-03,2024,1,6,True,False,False,False
2024-03-11,2024-W11,2024-03,2024,1,0,False,True,False,True
2024-03-12,2024-W11,2024-03,2024,1,1,False,True,False,True
2024-03-13,2024-W11,2024-03,2024,1,2,False,True,False,True
2024-03-14,2024-W11,2024-03,2024,1,3,False,True,False,True
2024-03-15,2024-W11,2024-03,2024,1,4,False,True,False,True
2024-03-16,2024-W11,2024-03,2024,1,5,True,True,False,True
2024-03-17,2024-W11,2024-03,2024,1,6,True,True,False,True
2024-03-18,2024-W12,2024-03,2024,1,0,False,True,False,True
2024-03-19,2024-W12,2024-03,2024,1,1,False,True,False,True
2024-03-20,2024-W12,2024-03,2024,1,2,False,True,False,True
2024-03-21,2024-W12,2024-03,2024,1,3,False,True,False,True
2024-03-22,2024-W12,2024-03,2024,1,4,False,True,False,True
2024-03-23,2024-W12,2024-03,2024,1,5,True,True,False,True
2024-03-24,2024-W12,2024-03,2024,1,6,True,True,False,True
2024-03-25,2024-W13,2024-03,2024,1,0,False,True,False,True
2024-03-26,2024-W13,2024-03,2024,1,1,False,True,False,True
2024-03-27,2024-W13,2024-03,2024,1,2,False,True,False,True
2024-03-28,2024-W13,2024-03,2024,1,3,False,True,False,True
2024-03-29,2024-W13,2024-03,2024,1,4,False,True,False,True
2024-03-30,2024-W13,2024-03,2024,1,5,True,True,False,True
2024-03-31,2024-W13,2024-03,2024,1,6,True,True,False,True
2024-04-01,2024-W14,2024-04,2024,2,0,False,True,False,True
2024-04-02,2024-W14,2024-04,2024,2,1,False,True,False,True
2024-04-03,2024-W14,2024-04,2024,2,2,False,True,False,True
2024-04-04,2024-W14,2024-04,2024,2,3,False,True,False,True
2024-04-05,2024-W14,2024-04,2024,2,4,False,True,False,True
2024-04-06,2024-W14,2024-04,2024,2,5,True,True,False,True
2024-04-07,2024-W14,2024-04,2024,2,6,True,True,False,True
2024-04-08,2024-W15,2024-04,2024,2,0,False,True,False,True
2024-04-09,2024-W15,2024-04,2024,2,1,False,True,False,True
2024-04-10,2024-W15,2024-04,2024,2,2,False,False,False,False
2024-04-11,2024-W15,2024-04,2024,2,3,False,False,False,False
2024-04-12,2024-W15,2024-04,2024,2,4,False,False,False,False
2024-04-13,2024-W15,2024-04,2024,2,5,True,False,False,False
2024-04-14,2024-W15,2024-04,2024,2,6,True,False,False,False
2024-04-15,2024-W16,2024-04,2024,2,0,False,False,False,False
2024-04-16,2024-W16,2024-04,2024,2,1,False,False,False,False
2024-04-17,2024-W16,2024-04,2024,2,2,False,False,False,False
2024-04-18,2024-W16,2024-04,2024,2,3,False,False,False,False
2024-04-19,2024-W16,2024-04,2024,2,4,False,False,False,False
2024-04-20,2024-W16,2024-04,2024,2,5,True,False,False,False
2024-04-21,2024-W16,2024-04,2024,2,6,True,False,False,False
2024-04-22,2024-W17,2024-04,2024,2,0,False,False,False,False
2024-04-23,2024-W17,2024-04,2024,2,1,False,False,False,False
2024-04-24,2024-W17,2024-04,2024,2,2,False,False,False,False
2024-04-25,2024-W17,2024-04,2024,2,3,False,False,False,False
2024-04-26,2024-W17,2024-04,2024,2,4,False,False,False,False
2024-04-27,2024-W17,2024-04,2024,2,5,True,False,False,False
2024-04-28,2024-W17,2024-04,2024,2,6,True,False,False,False
2024-04-29,2024-W18,2024-04,2024,2,0,False,False,False,False
2024-04-30,2024-W18,2024-04,2024,2,1,False,False,False,False
2024-05-01,2024-W18,2024-05,2024,2,2,False,False,False,False
2024-05-02,2024-W18,2024-05,2024,2,3,False,False,False,False
2024-05-03,2024-W18,2024-05,2024,2,4,False,False,False,False
2024-05-04,2024-W18,2024-05,2024,2,5,True,False,False,False
2024-05-05,2024-W18,2024-05,2024,2,6,True,False,False,False
2024-05-06,2024-W19,2024-05,2024,2,0,False,False,False,False
2024-05-07,2024-W19,2024-05,2024,2,1,False,False,False,False
2024-05-08,2024-W19,2024-05,2024,2,2,False,False,False,False
2024-05-09,2024-W19,2024-05,2024,2,3,False,False,False,False
2024-05-10,2024-W19,2024-05,2024,2,4,False,False,False,False
2024-05-11,2024-W19,2024-05,2024,2,5,True,False,False,False
2024-05-12,2024-W19,2024-05,2024,2,6,True,False,False,False
2024-05-13,2024-W20,2024-05,2024,2,0,False,False,False,False
2024-05-14,2024-W20,2024-05,2024,2,1,False,False,False,False
2024-05-15,2024-W20,2024-05,2024,2,2,False,False,False,False
2024-05-16,2024-W20,2024-05,2024,2,3,False,False,False,False
2024-05-17,2024-W20,2024-05,2024,2,4,False,False,False,False
2024-05-18,2024-W20,2024-05,2024,2,5,True,False,False,False
2024-05-19,2024-W20,2024-05,2024,2,6,True,False,False,False
2024-05-20,2024-W21,2024-05,2024,2,0,False,False,False,False
2024-05-21,2024-W21,2024-05,2024,2,1,False,False,False,False
2024-05-22,2024-W21,2024-05,2024,2,2,False,False,False,False
2024-05-23,2024-W21,2024-05,2024,2,3,False,False,False,False
2024-05-24,2024-W21,2024-05,2024,2,4,False,False,False,False
2024-05-25,2024-W21,2024-05,2024,2,5,True,False,False,False
2024-05-26,2024-W21,2024-05,2024,2,6,True,False,False,False
2024-05-27,2024-W22,2024-05,2024,2,0,False,False,False,False
2024-05-28,2024-W22,2024-05,2024,2,1,False,False,False,False
2024-05-29,2024-W22,2024-05,2024,2,2,False,False,False,False
2024-05-30,2024-W22,2024-05,2024,2,3,False,False,False,False
2024-05-31,2024-W22,2024-05,2024,2,4,False,False,False,False
2024-06-01,2024-W22,2024-06,2024,2,5,True,False,True,True
2024-06-02,2024-W22,2024-06,2024,2,6,True,False,True,True
2024-06-03,2024-W23,2024-06,2024,2,0,False,False,True,True
2024-06-04,2024-W23,2024-06,2024,2,1,False,False,True,True
2024-06-05,2024-W23,2024-06,2024,2,2,False,False,True,True
2024-06-06,2024-W23,2024-06,2024,2,3,False,False,True,True
2024-06-07,2024-W23,2024-06,2024,2,4,False,False,True,True
2024-06-08,2024-W23,2024-06,2024,2,5,True,False,True,True
2024-06-09,2024-W23,2024-06,2024,2,6,True,False,True,True
2024-06-10,2024-W24,2024-06,2024,2,0,False,False,True,True
2024-06-11,2024-W24,2024-06,2024,2,1,False,False,True,True
2024-06-12,2024-W24,2024-06,2024,2,2,False,False,True,True
2024-06-13,2024-W24,2024-06,2024,2,3,False,False,True,True
2024-06-14,2024-W24,2024-06,2024,2,4,False,False,True,True
2024-06-15,2024-W24,2024-06,2024,2,5,True,False,True,True
2024-06-16,2024-W24,2024-06,2024,2,6,True,False,True,True
2024-06-17,2024-W25,2024-06,2024,2,0,False,False,True,True
2024-06-18,2024-W25,2024-06,2024,2,1,False,False,True,True
2024-06-19,2024-W25,2024-06,2024,2,2,False,False,True,True
2024-06-20,2024-W25,2024-06,2024,2,3,False,False,True,True
2024-06-21,2024-W25,2024-06,2024,2,4,False,False,True,True
2024-06-22,2024-W25,2024-06,2024,2,5,True,False,True,True
2024-06-23,2024-W25,2024-06,2024,2,6,True,False,True,True
2024-06-24,2024-W26,2024-06,2024,2,0,False,False,True,True
2024-06-25,2024-W26,2024-06,2024,2,1,False,False,True,True
2024-06-26,2024-W26,2024-06,2024,2,2,False,False,True,True
2024-06-27,2024-W26,2024-06,2024,2,3,False,False,True,True
2024-06-28,2024-W26,2024-06,2024,2,4,False,False,True,True
2024-06-29,2024-W26,2024-06,2024,2,5,True,False,True,True
2024-06-30,2024-W26,2024-06,2024,2,6,True,False,True,True
2024-07-01,2024-W27,2024-07,2024,3,0,False,False,False,False
2024-07-02,2024-W27,2024-07,2024,3,1,False,False,False,False
2024-07-03,2024-W27,2024-07,2024,3,2,False,False,False,False
2024-07-04,2024-W27,2024-07,2024,3,3,False,False,False,False
2024-07-05,2024-W27,2024-07,2024,3,4,False,False,False,False
2024-07-06,2024-W27,2024-07,2024,3,5,True,False,False,False
2024-07-07,2024-W27,2024-07,2024,3,6,True,False,False,False
2024-07-08,2024-W28,2024-07,2024,3,0,False,False,False,False
2024-07-09,2024-W28,2024-07,2024,3,1,False,False,False,False
2024-07-10,2024-W28,2024-07,2024,3,2,False,False,False,False
2024-07-11,2024-W28,2024-07,2024,3,3,False,False,False,False
2024-07-12,2024-W28,2024-07,2024,3,4,False,False,False,False
2024-07-13,2024-W28,2024-07,2024,3,5,True,False,False,False
2024-07-14,2024-W28,2024-07,2024,3,6,True,False,False,False
2024-07-15,2024-W29,2024-07,2024,3,0,False,False,False,False
2024-07-16,2024-W29,2024-07,2024,3,1,False,False,False,False
2024-07-17,2024-W29,2024-07,2024,3,2,False,False,False,False
2024-07-18,2024-W29,2024-07,2024,3,3,False,False,False,False
2024-07-19,2024-W29,2024-07,2024,3,4,False,False,False,False
2024-07-20,2024-W29,2024-07,2024,3,5,True,False,False,False
2024-07-21,2024-W29,2024-07,2024,3,6,True,False,False,False
2024-07-22,2024-W30,2024-07,2024,3,0,False,False,False,False
2024-07-23,2024-W30,2024-07,2024,3,1,False,False,False,False
2024-07-24,2024-W30,2024-07,2024,3,2,False,False,False,False
2024-07-25,2024-W30,2024-07,2024,3,3,False,False,False,False
2024-07-26,2024-W30,2024-07,2024,3,4,False,False,False,False
2024-07-27,2024-W30,2024-07,2024,3,5,True,False,False,False
2024-07-28,2024-W30,2024-07,2024,3,6,True,False,False,False
2024-07-29,2024-W31,2024-07,2024,3,0,False,False,False,False
2024-07-30,2024-W31,2024-07,2024,3,1,False,False,False,False
2024-07-31,2024-W31,2024-07,2024,3,2,False,False,False,False
2024-08-01,2024-W31,2024-08,2024,3,3,False,False,False,False
2024-08-02,2024-W31,2024-08,2024,3,4,False,False,False,False
2024-08-03,2024-W31,2024-08,2024,3,5,True,False,False,False
2024-08-04,2024-W31,2024-08,2024,3,6,True,False,False,False
2024-08-05,2024-W32,2024-08,2024,3,0,False,False,False,False
2024-08-06,2024-W32,2024-08,2024,3,1,False,False,False,False
2024-08-07,2024-W32,2024-08,2024,3,2,False,False,False,False
2024-08-08,2024-W32,2024-08,2024,3,3,False,False,False,False
2024-08-09,2024-W32,2024-08,2024,3,4,False,False,False,False
2024-08-10,2024-W32,2024-08,2024,3,5,True,False,False,False
2024-08-11,2024-W32,2024-08,2024,3,6,True,False,False,False
2024-08-12,2024-W33,2024-08,2024,3,0,False,False,False,False
2024-08-13,2024-W33,2024-08,2024,3,1,False,False,False,False
