date,flour_type,required_bulk_tons
2024-08-25,Superior,107.35
2024-08-25,Superior Brown,10.06
2024-08-26,Bakery,82.55
2024-08-26,Brown,26.18
2024-08-26,Patent,49.33
2024-08-26,Superior,102.36999999999999
2024-08-26,Superior Brown,11.1
2024-08-27,Bakery,75.54
2024-08-27,Brown,28.35
2024-08-27,Patent,45.94
2024-08-27,Superior,101.32
2024-08-27,Superior Brown,10.62
2024-08-28,Bakery,79.9
2024-08-28,Brown,27.77
2024-08-28,Patent,48.21
2024-08-28,Superior,102.30999999999999
2024-08-28,Superior Brown,10.41
2024-08-29,Bakery,79.04
2024-08-29,Brown,25.84
2024-08-29,Patent,42.75
2024-08-29,Superior,104.48
2024-08-29,Superior Brown,9.02
2024-08-30,Bakery,66.8
2024-08-30,Brown,22.939999999999998
2024-08-30,Patent,41.41
2024-08-30,Superior,88.85
2024-08-30,Superior Brown,10.57
2024-08-31,Bakery,70.52
2024-08-31,Brown,24.64
2024-08-31,Patent,41.26
2024-08-31,Superior,95.66
2024-08-31,Superior Brown,9.8
2024-09-01,Bakery,79.25999999999999
2024-09-01,Brown,26.3
2024-09-01,Patent,44.46
2024-09-01,Superior,101.34
2024-09-01,Superior Brown,12.0
2024-09-02,Bakery,79.25999999999999
2024-09-02,Brown,25.42
2024-09-02,Patent,43.989999999999995
2024-09-02,Superior,103.12
2024-09-02,Superior Brown,10.61
2024-09-03,Bakery,69.31
2024-09-03,Brown,26.450000000000003
2024-09-03,Patent,47.730000000000004
2024-09-03,Superior,101.86
2024-09-03,Superior Brown,11.11
2024-09-04,Bakery,83.37
2024-09-04,Brown,26.77
2024-09-04,Patent,53.19
2024-09-04,Superior,91.27
2024-09-04,Superior Brown,8.96
2024-09-05,Bakery,86.4
2024-09-05,Brown,25.03
2024-09-05,Patent,46.32
2024-09-05,Superior,105.39
2024-09-05,Superior Brown,10.34
2024-09-06,Bakery,71.39
2024-09-06,Brown,25.43
2024-09-06,Patent,37.8
2024-09-06,Superior,96.46
2024-09-06,Superior Brown,8.17
2024-09-07,Bakery,71.02000000000001
2024-09-07,Brown,23.35
2024-09-07,Patent,38.89
2024-09-07,Superior,89.61
2024-09-07,Superior Brown,9.38
2024-09-08,Bakery,78.83
2024-09-08,Brown,28.009999999999998
2024-09-08,Patent,41.77
2024-09-08,Superior,91.15
2024-09-08,Superior Brown,9.6
2024-09-09,Bakery,78.22
2024-09-09,Brown,26.03
2024-09-09,Patent,46.019999999999996
2024-09-09,Superior,103.64
2024-09-09,Superior Brown,9.75
2024-09-10,Bakery,78.86
2024-09-10,Brown,25.759999999999998
2024-09-10,Patent,43.07
2024-09-10,Superior,97.96
2024-09-10,Superior Brown,9.69
2024-09-11,Bakery,75.81
2024-09-11,Brown,25.96
2024-09-11,Patent,46.510000000000005
2024-09-11,Superior,103.00999999999999
2024-09-11,Superior Brown,9.55
2024-09-12,Bakery,81.66
2024-09-12,Brown,24.509999999999998
2024-09-12,Patent,50.32
2024-09-12,Superior,97.92999999999999
2024-09-12,Superior Brown,9.21
2024-09-13,Bakery,74.06
2024-09-13,Brown,22.48
2024-09-13,Patent,38.24
2024-09-13,Superior,94.58999999999999
2024-09-13,Superior Brown,7.81
2024-09-14,Bakery,70.2
2024-09-14,Brown,26.119999999999997
2024-09-14,Patent,44.120000000000005
2024-09-14,Superior,89.81
2024-09-14,Superior Brown,9.81
2024-09-15,Bakery,80.16
2024-09-15,Brown,25.009999999999998
2024-09-15,Patent,46.9
2024-09-15,Superior,97.57
2024-09-15,Superior Brown,9.54
2024-09-16,Bakery,74.3
2024-09-16,Brown,25.18
2024-09-16,Patent,44.989999999999995
2024-09-16,Superior,98.83
2024-09-16,Superior Brown,9.99
2024-09-17,Bakery,82.17
2024-09-17,Brown,25.48
2024-09-17,Patent,42.69
2024-09-17,Superior,98.14
2024-09-17,Superior Brown,9.71
2024-09-18,Bakery,73.07000000000001
2024-09-18,Brown,28.5
2024-09-18,Patent,46.08
2024-09-18,Superior,103.82000000000001
2024-09-18,Superior Brown,9.8
2024-09-19,Bakery,81.12
2024-09-19,Brown,25.950000000000003
2024-09-19,Patent,43.959999999999994
2024-09-19,Superior,104.6
2024-09-19,Superior Brown,9.56
2024-09-20,Bakery,72.67
2024-09-20,Brown,23.0
2024-09-20,Patent,39.64
2024-09-20,Superior,93.16999999999999
2024-09-20,Superior Brown,9.32
2024-09-21,Bakery,66.29
2024-09-21,Brown,24.43
2024-09-21,Patent,43.230000000000004
2024-09-21,Superior,85.47
2024-09-21,Superior Brown,8.9
2024-09-22,Bakery,83.51
2024-09-22,Brown,25.96
2024-09-22,Patent,44.07
2024-09-22,Superior,98.4
2024-09-22,Superior Brown,10.6
2024-09-23,Bakery,77.8
2024-09-23,Brown,26.79
2024-09-23,Patent,45.989999999999995
2024-09-23,Superior,93.61
2024-09-23,Superior Brown,9.49
2024-09-24,Bakery,78.78
2024-09-24,Brown,27.58
2024-09-24,Patent,42.14
2024-09-24,Superior,106.6
2024-09-24,Superior Brown,9.44
2024-09-25,Bakery,75.68
2024-09-25,Brown,26.09
2024-09-25,Patent,46.08
2024-09-25,Superior,102.46
2024-09-25,Superior Brown,8.92
2024-09-26,Bakery,78.89
2024-09-26,Brown,27.9
2024-09-26,Patent,44.24
2024-09-26,Superior,98.34
2024-09-26,Superior Brown,10.13
2024-09-27,Bakery,73.48
2024-09-27,Brown,24.37
2024-09-27,Patent,40.91
2024-09-27,Superior,91.67999999999999
2024-09-27,Superior Brown,8.74
2024-09-28,Bakery,70.67
2024-09-28,Brown,23.380000000000003
2024-09-28,Patent,39.69
2024-09-28,Superior,90.18
2024-09-28,Superior Brown,7.91
2024-09-29,Bakery,80.08
2024-09-29,Brown,25.97
2024-09-29,Patent,42.93
2024-09-29,Superior,100.44
2024-09-29,Superior Brown,9.53
2024-09-30,Bakery,72.94
2024-09-30,Brown,27.32
2024-09-30,Patent,44.91
2024-09-30,Superior,100.94
2024-09-30,Superior Brown,10.94
2024-10-01,Bakery,82.09
2024-10-01,Brown,26.03
2024-10-01,Patent,48.629999999999995
2024-10-01,Superior,104.64
2024-10-01,Superior Brown,9.19
2024-10-02,Bakery,77.38
2024-10-02,Brown,27.59
2024-10-02,Patent,45.69
2024-10-02,Superior,99.0
2024-10-02,Superior Brown,9.58
2024-10-03,Bakery,76.49000000000001
2024-10-03,Brown,25.96
2024-10-03,Patent,44.36
2024-10-03,Superior,107.0
2024-10-03,Superior Brown,9.23
2024-10-04,Bakery,68.41
2024-10-04,Brown,23.82
2024-10-04,Patent,42.17
2024-10-04,Superior,87.99000000000001
2024-10-04,Superior Brown,9.37
2024-10-05,Bakery,62.22
2024-10-05,Brown,21.52
2024-10-05,Patent,43.26
2024-10-05,Superior,88.49
2024-10-05,Superior Brown,8.28
2024-10-06,Bakery,79.87
2024-10-06,Brown,24.700000000000003
2024-10-06,Patent,45.620000000000005
2024-10-06,Superior,102.09
2024-10-06,Superior Brown,9.13
2024-10-07,Bakery,79.62
2024-10-07,Brown,26.75
2024-10-07,Patent,44.61
2024-10-07,Superior,100.93
2024-10-07,Superior Brown,9.82
2024-10-08,Bakery,73.86
2024-10-08,Brown,26.619999999999997
2024-10-08,Patent,47.37
2024-10-08,Superior,95.99
2024-10-08,Superior Brown,9.97
2024-10-09,Bakery,81.89
2024-10-09,Brown,28.22
2024-10-09,Patent,43.6
2024-10-09,Superior,97.73
2024-10-09,Superior Brown,9.31
2024-10-10,Bakery,76.33
2024-10-10,Brown,24.39
2024-10-10,Patent,49.53
2024-10-10,Superior,105.59
2024-10-10,Superior Brown,9.98
2024-10-11,Bakery,67.68
2024-10-11,Brown,25.47
2024-10-11,Patent,40.47
2024-10-11,Superior,84.85
2024-10-11,Superior Brown,9.79
2024-10-12,Bakery,62.86
2024-10-12,Brown,24.72
2024-10-12,Patent,40.86
2024-10-12,Superior,90.09
2024-10-12,Superior Brown,8.38
2024-10-13,Bakery,68.67
2024-10-13,Brown,25.5
2024-10-13,Patent,47.18
2024-10-13,Superior,102.03999999999999
2024-10-13,Superior Brown,8.4
2024-10-14,Bakery,80.12
2024-10-14,Brown,26.56
2024-10-14,Patent,45.39
2024-10-14,Superior,103.66
2024-10-14,Superior Brown,9.16
2024-10-15,Bakery,80.81
2024-10-15,Brown,25.34
2024-10-15,Patent,40.269999999999996
2024-10-15,Superior,99.18
2024-10-15,Superior Brown,8.58
2024-10-16,Bakery,82.14
2024-10-16,Brown,27.590000000000003
2024-10-16,Patent,42.15
2024-10-16,Superior,99.75
2024-10-16,Superior Brown,9.06
2024-10-17,Bakery,75.8
2024-10-17,Brown,25.990000000000002
2024-10-17,Patent,42.03
2024-10-17,Superior,105.05
2024-10-17,Superior Brown,9.66
2024-10-18,Bakery,72.02
2024-10-18,Brown,26.62
2024-10-18,Patent,39.42
2024-10-18,Superior,88.34
2024-10-18,Superior Brown,7.38
2024-10-19,Bakery,66.86
2024-10-19,Brown,24.03
2024-10-19,Patent,43.49
2024-10-19,Superior,90.11
2024-10-19,Superior Brown,7.04
2024-10-20,Bakery,81.7
2024-10-20,Brown,26.46
2024-10-20,Patent,39.07
2024-10-20,Superior,100.5
2024-10-20,Superior Brown,10.75
2024-10-21,Bakery,84.83
2024-10-21,Brown,25.380000000000003
2024-10-21,Patent,50.230000000000004
2024-10-21,Superior,102.33
2024-10-21,Superior Brown,8.92
2024-10-22,Bakery,77.06
2024-10-22,Brown,27.8
2024-10-22,Patent,40.21
2024-10-22,Superior,101.44
2024-10-22,Superior Brown,9.88
2024-10-23,Bakery,78.47
2024-10-23,Brown,26.28
2024-10-23,Patent,44.75
2024-10-23,Superior,102.33
2024-10-23,Superior Brown,9.72
2024-10-24,Bakery,80.56
2024-10-24,Brown,25.17
2024-10-24,Patent,45.93
2024-10-24,Superior,102.77
2024-10-24,Superior Brown,10.51
2024-10-25,Bakery,71.00999999999999
2024-10-25,Brown,24.810000000000002
2024-10-25,Patent,43.08
2024-10-25,Superior,93.97
2024-10-25,Superior Brown,9.56
2024-10-26,Bakery,74.92
2024-10-26,Brown,21.89
2024-10-26,Patent,44.019999999999996
2024-10-26,Superior,89.96000000000001
2024-10-26,Superior Brown,8.62
2024-10-27,Bakery,77.22999999999999
2024-10-27,Brown,25.72
2024-10-27,Patent,47.47
2024-10-27,Superior,110.08999999999999
2024-10-27,Superior Brown,10.44
2024-10-28,Bakery,82.92
2024-10-28,Brown,27.740000000000002
2024-10-28,Patent,46.61
2024-10-28,Superior,104.07000000000001
2024-10-28,Superior Brown,9.97
2024-10-29,Bakery,74.03999999999999
2024-10-29,Brown,30.259999999999998
2024-10-29,Patent,44.61
2024-10-29,Superior,97.58
2024-10-29,Superior Brown,10.43
2024-10-30,Bakery,72.25999999999999
2024-10-30,Brown,27.46
2024-10-30,Patent,46.45
2024-10-30,Superior,101.87
2024-10-30,Superior Brown,8.48
2024-10-31,Bakery,81.13
2024-10-31,Brown,27.67
2024-10-31,Patent,47.010000000000005
2024-10-31,Superior,98.13
2024-10-31,Superior Brown,9.83
2024-11-01,Bakery,69.83
2024-11-01,Brown,24.37
2024-11-01,Patent,41.64
2024-11-01,Superior,88.58
2024-11-01,Superior Brown,7.99
2024-11-02,Bakery,70.71000000000001
2024-11-02,Brown,25.35
2024-11-02,Patent,35.29
2024-11-02,Superior,90.41
2024-11-02,Superior Brown,9.97
2024-11-03,Bakery,74.74
2024-11-03,Brown,25.740000000000002
2024-11-03,Patent,42.72
2024-11-03,Superior,109.82
2024-11-03,Superior Brown,9.17
2024-11-04,Bakery,80.76
2024-11-04,Brown,28.44
2024-11-04,Patent,41.32
2024-11-04,Superior,104.97
2024-11-04,Superior Brown,10.43
2024-11-05,Bakery,82.94
2024-11-05,Brown,28.130000000000003
2024-11-05,Patent,45.86
2024-11-05,Superior,97.63
2024-11-05,Superior Brown,10.65
2024-11-06,Bakery,83.83
2024-11-06,Brown,24.92
2024-11-06,Patent,46.459999999999994
2024-11-06,Superior,100.55
2024-11-06,Superior Brown,9.36
2024-11-07,Bakery,76.91
2024-11-07,Brown,28.049999999999997
2024-11-07,Patent,46.68
2024-11-07,Superior,98.67
2024-11-07,Superior Brown,10.58
2024-11-08,Bakery,72.61
2024-11-08,Brown,24.880000000000003
2024-11-08,Patent,40.019999999999996
2024-11-08,Superior,93.91000000000001
2024-11-08,Superior Brown,9.23
2024-11-09,Bakery,74.9
2024-11-09,Brown,24.6
2024-11-09,Patent,39.07
2024-11-09,Superior,95.50999999999999
2024-11-09,Superior Brown,8.23
2024-11-10,Bakery,82.32
2024-11-10,Brown,28.09
2024-11-10,Patent,45.32
2024-11-10,Superior,105.9
2024-11-10,Superior Brown,9.3
2024-11-11,Bakery,85.33
2024-11-11,Brown,28.57
2024-11-11,Patent,48.87
2024-11-11,Superior,96.46000000000001
2024-11-11,Superior Brown,9.53
2024-11-12,Bakery,79.78
2024-11-12,Brown,29.980000000000004
2024-11-12,Patent,51.69
2024-11-12,Superior,106.61
2024-11-12,Superior Brown,9.19
2024-11-13,Bakery,85.73
2024-11-13,Brown,26.76
2024-11-13,Patent,48.93
2024-11-13,Superior,111.74
2024-11-13,Superior Brown,9.92
2024-11-14,Bakery,75.47999999999999
2024-11-14,Brown,27.93
2024-11-14,Patent,45.980000000000004
2024-11-14,Superior,104.64000000000001
2024-11-14,Superior Brown,9.39
2024-11-15,Bakery,69.47
2024-11-15,Brown,25.78
2024-11-15,Patent,39.81
2024-11-15,Superior,90.12
2024-11-15,Superior Brown,9.9
2024-11-16,Bakery,79.18
2024-11-16,Brown,26.259999999999998
2024-11-16,Patent,42.43
2024-11-16,Superior,90.32
2024-11-16,Superior Brown,9.31
2024-11-17,Bakery,81.12
2024-11-17,Brown,28.29
2024-11-17,Patent,46.66
2024-11-17,Superior,108.8
2024-11-17,Superior Brown,11.92
2024-11-18,Bakery,80.34
2024-11-18,Brown,30.65
2024-11-18,Patent,47.120000000000005
2024-11-18,Superior,103.72
2024-11-18,Superior Brown,10.18
2024-11-19,Bakery,83.73
2024-11-19,Brown,29.98
2024-11-19,Patent,54.19
2024-11-19,Superior,104.66
2024-11-19,Superior Brown,10.35
2024-11-20,Bakery,83.76
2024-11-20,Brown,28.42
2024-11-20,Patent,46.2
2024-11-20,Superior,112.64
2024-11-20,Superior Brown,11.19
2024-11-21,Bakery,85.24
2024-11-21,Brown,30.220000000000002
2024-11-21,Patent,45.42
2024-11-21,Superior,110.35000000000001
2024-11-21,Superior Brown,10.31
2024-11-22,Bakery,74.06
2024-11-22,Brown,23.97
2024-11-22,Patent,42.17
2024-11-22,Superior,95.32000000000001
2024-11-22,Superior Brown,8.8
2024-11-23,Bakery,76.63
2024-11-23,Brown,25.19
2024-11-23,Patent,42.01
2024-11-23,Superior,98.41
2024-11-23,Superior Brown,9.9
2024-11-24,Bakery,87.67
2024-11-24,Brown,28.189999999999998
2024-11-24,Patent,48.72
2024-11-24,Superior,104.09
2024-11-24,Superior Brown,10.34
2024-11-25,Bakery,83.9
2024-11-25,Brown,28.22
2024-11-25,Patent,48.67
2024-11-25,Superior,108.28999999999999
2024-11-25,Superior Brown,10.88
2024-11-26,Bakery,86.88
2024-11-26,Brown,29.67
2024-11-26,Patent,44.7
2024-11-26,Superior,103.69
2024-11-26,Superior Brown,9.93
2024-11-27,Bakery,85.33
2024-11-27,Brown,26.27
2024-11-27,Patent,48.55
2024-11-27,Superior,109.69
2024-11-27,Superior Brown,11.26
2024-11-28,Bakery,86.37
2024-11-28,Brown,32.15
2024-11-28,Patent,49.43
2024-11-28,Superior,109.94999999999999
2024-11-28,Superior Brown,9.74
2024-11-29,Bakery,78.86
2024-11-29,Brown,25.41
2024-11-29,Patent,45.86
2024-11-29,Superior,102.22
2024-11-29,Superior Brown,8.22
2024-11-30,Bakery,77.32
2024-11-30,Brown,24.509999999999998
2024-11-30,Patent,40.83
2024-11-30,Superior,97.16
2024-11-30,Superior Brown,9.17
2024-12-01,Bakery,82.05
2024-12-01,Brown,30.73
2024-12-01,Patent,52.24
2024-12-01,Superior,105.23
2024-12-01,Superior Brown,11.16
2024-12-02,Bakery,83.57
2024-12-02,Brown,28.060000000000002
2024-12-02,Patent,52.17
2024-12-02,Superior,104.36
2024-12-02,Superior Brown,11.34
2024-12-03,Bakery,86.42
2024-12-03,Brown,29.669999999999998
2024-12-03,Patent,46.72
2024-12-03,Superior,113.63
2024-12-03,Superior Brown,10.58
2024-12-04,Bakery,87.71
2024-12-04,Brown,28.64
2024-12-04,Patent,43.730000000000004
2024-12-04,Superior,108.37
2024-12-04,Superior Brown,9.09
2024-12-05,Bakery,87.0
2024-12-05,Brown,25.78
2024-12-05,Patent,44.54
2024-12-05,Superior,113.33999999999999
2024-12-05,Superior Brown,11.03
2024-12-06,Bakery,81.43
2024-12-06,Brown,26.52
2024-12-06,Patent,37.92
2024-12-06,Superior,102.45
2024-12-06,Superior Brown,10.34
2024-12-07,Bakery,75.7
2024-12-07,Brown,24.27
2024-12-07,Patent,43.05
2024-12-07,Superior,100.36
2024-12-07,Superior Brown,9.16
2024-12-08,Bakery,92.37
2024-12-08,Brown,30.25
2024-12-08,Patent,48.66
2024-12-08,Superior,115.1
2024-12-08,Superior Brown,11.73
2024-12-09,Bakery,81.15
2024-12-09,Brown,29.86
2024-12-09,Patent,50.71
2024-12-09,Superior,117.57
2024-12-09,Superior Brown,11.74
2024-12-10,Bakery,92.2
2024-12-10,Brown,29.09
2024-12-10,Patent,49.769999999999996
2024-12-10,Superior,115.61
2024-12-10,Superior Brown,12.83
2024-12-11,Bakery,87.07000000000001
2024-12-11,Brown,30.18
2024-12-11,Patent,46.989999999999995
2024-12-11,Superior,113.19
2024-12-11,Superior Brown,10.14
2024-12-12,Bakery,91.59
2024-12-12,Brown,29.02
2024-12-12,Patent,49.760000000000005
2024-12-12,Superior,109.19
2024-12-12,Superior Brown,10.97
2024-12-13,Bakery,78.63
2024-12-13,Brown,28.240000000000002
2024-12-13,Patent,45.379999999999995
2024-12-13,Superior,98.14
2024-12-13,Superior Brown,10.41
2024-12-14,Bakery,80.15
2024-12-14,Brown,23.29
2024-12-14,Patent,47.099999999999994
2024-12-14,Superior,104.49
2024-12-14,Superior Brown,9.37
2024-12-15,Bakery,90.88
2024-12-15,Brown,32.31
2024-12-15,Patent,48.45
2024-12-15,Superior,119.73
2024-12-15,Superior Brown,11.02
2024-12-16,Bakery,89.64999999999999
2024-12-16,Brown,30.19
2024-12-16,Patent,54.7
2024-12-16,Superior,114.37
2024-12-16,Superior Brown,11.86
2024-12-17,Bakery,82.35
2024-12-17,Brown,27.85
2024-12-17,Patent,57.2
2024-12-17,Superior,117.53
2024-12-17,Superior Brown,11.47
2024-12-18,Bakery,92.56
2024-12-18,Brown,29.39
2024-12-18,Patent,50.32
2024-12-18,Superior,123.63
2024-12-18,Superior Brown,11.86
2024-12-19,Bakery,87.1
2024-12-19,Brown,29.59
2024-12-19,Patent,50.58
2024-12-19,Superior,107.68
2024-12-19,Superior Brown,12.14
2024-12-20,Bakery,77.06
2024-12-20,Brown,24.42
2024-12-20,Patent,47.43
2024-12-20,Superior,102.79
2024-12-20,Superior Brown,10.39
2024-12-21,Bakery,78.5
2024-12-21,Brown,26.68
2024-12-21,Patent,47.39
2024-12-21,Superior,106.21000000000001
2024-12-21,Superior Brown,11.3
2024-12-22,Bakery,83.49000000000001
2024-12-22,Brown,35.56
2024-12-22,Patent,54.650000000000006
2024-12-22,Superior,113.44
2024-12-22,Superior Brown,11.65
2024-12-23,Bakery,91.06
2024-12-23,Brown,27.17
2024-12-23,Patent,52.56
2024-12-23,Superior,116.05
2024-12-23,Superior Brown,12.38
2024-12-24,Bakery,85.13
2024-12-24,Brown,32.63
2024-12-24,Patent,51.84
2024-12-24,Superior,122.15
2024-12-24,Superior Brown,9.67
2024-12-25,Bakery,102.78
2024-12-25,Brown,33.29
2024-12-25,Patent,55.510000000000005
2024-12-25,Superior,119.19
2024-12-25,Superior Brown,11.09
2024-12-26,Bakery,89.18
2024-12-26,Brown,30.57
2024-12-26,Patent,49.56
2024-12-26,Superior,116.94
2024-12-26,Superior Brown,11.09
2024-12-27,Bakery,72.76
2024-12-27,Brown,29.59
2024-12-27,Patent,43.28
2024-12-27,Superior,106.52999999999999
2024-12-27,Superior Brown,9.6
2024-12-28,Bakery,86.46000000000001
2024-12-28,Brown,26.950000000000003
2024-12-28,Patent,48.42
2024-12-28,Superior,102.42
2024-12-28,Superior Brown,10.59
2024-12-29,Bakery,83.53
2024-12-29,Brown,30.939999999999998
2024-12-29,Patent,55.32000000000001
2024-12-29,Superior,120.96000000000001
2024-12-29,Superior Brown,12.42
2024-12-30,Bakery,86.46000000000001
2024-12-30,Brown,31.47
2024-12-30,Patent,57.78
2024-12-30,Superior,114.85
2024-12-30,Superior Brown,9.57
2024-12-31,Bakery,90.44
2024-12-31,Brown,32.93
2024-12-31,Patent,55.38
2024-12-31,Superior,114.56
2024-12-31,Superior Brown,12.13
2025-01-01,Bakery,95.45
2025-01-01,Brown,32.769999999999996
2025-01-01,Patent,53.65
2025-01-01,Superior,120.24000000000001
2025-01-01,Superior Brown,10.21
2025-01-02,Bakery,89.88
2025-01-02,Brown,32.0
2025-01-02,Patent,51.87
2025-01-02,Superior,120.96000000000001
2025-01-02,Superior Brown,13.13
2025-01-03,Bakery,83.66
2025-01-03,Brown,28.44
2025-01-03,Patent,48.91
2025-01-03,Superior,108.14000000000001
2025-01-03,Superior Brown,9.34
2025-01-04,Bakery,86.26
2025-01-04,Brown,30.21
2025-01-04,Patent,44.81
2025-01-04,Superior,105.36
2025-01-04,Superior Brown,10.38
2025-01-05,Bakery,91.61999999999999
2025-01-05,Brown,30.41
2025-01-05,Patent,51.18
2025-01-05,Superior,121.16
2025-01-05,Superior Brown,11.46
2025-01-06,Bakery,94.83
2025-01-06,Brown,31.020000000000003
2025-01-06,Patent,52.120000000000005
2025-01-06,Superior,117.37
2025-01-06,Superior Brown,11.34
2025-01-07,Bakery,97.27000000000001
2025-01-07,Brown,34.64
2025-01-07,Patent,53.019999999999996
2025-01-07,Superior,116.12
2025-01-07,Superior Brown,12.85
2025-01-08,Bakery,96.05
2025-01-08,Brown,32.77
2025-01-08,Patent,56.94
2025-01-08,Superior,128.55
2025-01-08,Superior Brown,10.6
2025-01-09,Bakery,101.97999999999999
2025-01-09,Brown,29.880000000000003
2025-01-09,Patent,57.91
2025-01-09,Superior,118.77000000000001
2025-01-09,Superior Brown,12.28
2025-01-10,Bakery,89.01
2025-01-10,Brown,29.69
2025-01-10,Patent,49.730000000000004
2025-01-10,Superior,113.92
2025-01-10,Superior Brown,9.41
2025-01-11,Bakery,83.85
2025-01-11,Brown,26.65
2025-01-11,Patent,49.94
2025-01-11,Superior,111.35
2025-01-11,Superior Brown,10.26
2025-01-12,Bakery,89.86
2025-01-12,Brown,29.89
2025-01-12,Patent,52.120000000000005
2025-01-12,Superior,122.2
2025-01-12,Superior Brown,12.84
2025-01-13,Bakery,104.8
2025-01-13,Brown,32.36
2025-01-13,Patent,60.25
2025-01-13,Superior,123.81
2025-01-13,Superior Brown,11.39
2025-01-14,Bakery,100.56
2025-01-14,Brown,34.06
2025-01-14,Patent,54.59
2025-01-14,Superior,122.25
2025-01-14,Superior Brown,11.44
2025-01-15,Bakery,92.77
2025-01-15,Brown,29.479999999999997
2025-01-15,Patent,51.78
2025-01-15,Superior,121.35000000000001
2025-01-15,Superior Brown,11.99
2025-01-16,Bakery,104.63
2025-01-16,Brown,32.57
2025-01-16,Patent,49.47
2025-01-16,Superior,117.31
2025-01-16,Superior Brown,11.94
2025-01-17,Bakery,84.26
2025-01-17,Brown,30.909999999999997
2025-01-17,Patent,47.5
2025-01-17,Superior,116.34
2025-01-17,Superior Brown,10.42
2025-01-18,Bakery,77.74000000000001
2025-01-18,Brown,29.740000000000002
2025-01-18,Patent,51.11
2025-01-18,Superior,110.99000000000001
2025-01-18,Superior Brown,9.74
2025-01-19,Bakery,91.9
2025-01-19,Brown,30.57
2025-01-19,Patent,58.010000000000005
2025-01-19,Superior,128.22
2025-01-19,Superior Brown,12.12
2025-01-20,Bakery,99.88000000000001
2025-01-20,Brown,34.89
2025-01-20,Patent,59.58
2025-01-20,Superior,123.78
2025-01-20,Superior Brown,12.47
2025-01-21,Bakery,94.61
2025-01-21,Brown,30.38
2025-01-21,Patent,50.480000000000004
2025-01-21,Superior,124.34
2025-01-21,Superior Brown,10.95
2025-01-22,Bakery,103.27000000000001
2025-01-22,Brown,32.92
2025-01-22,Patent,52.82
2025-01-22,Superior,123.23
2025-01-22,Superior Brown,12.64
2025-01-23,Bakery,94.58
2025-01-23,Brown,32.839999999999996
2025-01-23,Patent,57.49
2025-01-23,Superior,125.7
2025-01-23,Superior Brown,11.9
2025-01-24,Bakery,91.14
2025-01-24,Brown,33.120000000000005
2025-01-24,Patent,51.55
2025-01-24,Superior,110.27000000000001
2025-01-24,Superior Brown,11.99
2025-01-25,Bakery,94.21
2025-01-25,Brown,30.07
2025-01-25,Patent,52.58
2025-01-25,Superior,110.64
2025-01-25,Superior Brown,10.49
2025-01-26,Bakery,96.11
2025-01-26,Brown,33.599999999999994
2025-01-26,Patent,58.33
2025-01-26,Superior,122.56
2025-01-26,Superior Brown,11.92
2025-01-27,Bakery,101.58
2025-01-27,Brown,32.68
2025-01-27,Patent,64.0
2025-01-27,Superior,139.96
2025-01-27,Superior Brown,12.37
2025-01-28,Bakery,97.85
2025-01-28,Brown,33.02
2025-01-28,Patent,61.75
2025-01-28,Superior,121.61
2025-01-28,Superior Brown,11.46
2025-01-29,Bakery,104.86
2025-01-29,Brown,31.98
2025-01-29,Patent,54.510000000000005
2025-01-29,Superior,123.63
2025-01-29,Superior Brown,12.76
2025-01-30,Bakery,101.50999999999999
2025-01-30,Brown,35.150000000000006
2025-01-30,Patent,57.38
2025-01-30,Superior,122.46000000000001
2025-01-30,Superior Brown,10.63
2025-01-31,Bakery,93.42
2025-01-31,Brown,29.770000000000003
2025-01-31,Patent,51.25
2025-01-31,Superior,113.83000000000001
2025-01-31,Superior Brown,11.97
2025-02-01,Bakery,90.75999999999999
2025-02-01,Brown,30.68
2025-02-01,Patent,52.16
2025-02-01,Superior,117.17
2025-02-01,Superior Brown,12.02
2025-02-02,Bakery,99.7
2025-02-02,Brown,35.06
2025-02-02,Patent,58.349999999999994
2025-02-02,Superior,126.32
2025-02-02,Superior Brown,13.1
2025-02-03,Bakery,99.11
2025-02-03,Brown,30.15
2025-02-03,Patent,59.0
2025-02-03,Superior,135.26
2025-02-03,Superior Brown,12.15
2025-02-04,Bakery,102.22
2025-02-04,Brown,34.24
2025-02-04,Patent,53.59
2025-02-04,Superior,120.33
2025-02-04,Superior Brown,12.94
2025-02-05,Bakery,104.75999999999999
2025-02-05,Brown,37.19
2025-02-05,Patent,58.25
2025-02-05,Superior,130.88
2025-02-05,Superior Brown,13.57
2025-02-06,Bakery,100.26
2025-02-06,Brown,35.53
2025-02-06,Patent,56.41
2025-02-06,Superior,136.96
2025-02-06,Superior Brown,11.7
2025-02-07,Bakery,93.05
2025-02-07,Brown,31.25
2025-02-07,Patent,54.61
2025-02-07,Superior,110.34
2025-02-07,Superior Brown,11.51
2025-02-08,Bakery,95.03999999999999
2025-02-08,Brown,29.42
2025-02-08,Patent,56.519999999999996
2025-02-08,Superior,120.71000000000001
2025-02-08,Superior Brown,12.31
2025-02-09,Bakery,101.62
2025-02-09,Brown,28.86
2025-02-09,Patent,55.89
2025-02-09,Superior,133.7
2025-02-09,Superior Brown,14.2
2025-02-10,Bakery,93.21
2025-02-10,Brown,31.78
2025-02-10,Patent,56.92999999999999
2025-02-10,Superior,129.42
2025-02-10,Superior Brown,13.99
2025-02-11,Bakery,99.12
2025-02-11,Brown,34.21
