kpi_name,period,value,delta,driver,status,scenario_id
energy_per_ton,2025-12,69.7291,0.0,Efficiency,neutral,base
water_per_ton,2025-12,0.7967,0.0,Conservation,neutral,base
vision_2030_compliance,2025-12,85.5,0.0,Composite,positive,base
yield_variability_index,2025-12,0.092,0.0,Quality,neutral,base
total_demand_tons,2026-01,69199.19,3.6743,SKU forecast,positive,base
recipe_time_utilization_pct,2026-01,64.4314,-0.3467,Time constraint,positive,base
capacity_violations_count,2026-01,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2026-01,1028.9004,38.0162,Wheat price,neutral,base
waste_rate_pct,2026-01,2.108,-0.0775,Recipe mix,positive,base
vision_2030_index,2026-01,85.5,0.0,Sustainability,positive,base
forecast_confidence_pct,2026-01,87.4032,0.0,Model accuracy,positive,base
bulk_flour_required_tons,2026-01,69199.19,0.0,Flour demand,neutral,base
total_recipe_hours,2026-01,1760.38,0.0,Recipe demand,neutral,base
seasonality_index,2026-01,1.0216,0.0,Calendar,neutral,base
planned_recipe_hours,2026-01,1145.59,0.0,Schedule,neutral,base
available_mill_hours,2026-01,1778.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2026-01,632.41,0.0,Capacity balance,positive,base
avg_changeovers,2026-01,114.0,0.0,Recipe switches,neutral,base
vision_2030_compliance,2026-01,85.5,0.0,Composite,positive,base
total_sku_forecast_units,2026-01,4178528.0,0.0,Forecast,neutral,base
avg_wheat_cost_sar,2026-01,1028.9004,0.0,Market,neutral,base
mill_utilization_pct,2026-01,64.4314,0.0,Utilization,positive,base
overload_hours,2026-01,0.0,0.0,Capacity,positive,base
recipe_switch_count,2026-01,196.0,0.0,Scheduling,neutral,base
avg_run_length_days,2026-01,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2026-01,32.2,0.0,Risk model,positive,base
total_wheat_requirement_tons,2026-01,69199.24,0.0,Procurement,neutral,base
wheat_cost_index,2026-01,1009.2469,0.0,Raw material,neutral,base
import_dependency_pct,2026-01,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2026-01,40.3,0.0,Geopolitics,negative,base
waste_rate_vs_target,2026-01,-0.39,0.0,Gap to target,positive,base
energy_per_ton,2026-01,69.718,0.0,Efficiency,neutral,base
water_per_ton,2026-01,0.803,0.0,Conservation,neutral,base
waste_impact_pct,2026-01,2.108,0.0,Waste,positive,base
yield_variability_index,2026-01,0.119,0.0,Quality,neutral,base
avg_changeovers,2026-02,100.0,0.0,Recipe switches,neutral,base
total_demand_tons,2026-02,669128.0,866.9593,SKU forecast,positive,base
recipe_time_utilization_pct,2026-02,65.2169,0.7855,Time constraint,positive,base
capacity_violations_count,2026-02,0.0,0.0,Overload,positive,base
waste_rate_pct,2026-02,1.9567,-0.1513,Recipe mix,positive,base
vision_2030_index,2026-02,85.5,0.0,Sustainability,positive,base
forecast_confidence_pct,2026-02,85.1063,0.0,Model accuracy,positive,base
bulk_flour_required_tons,2026-02,669128.0,0.0,Flour demand,neutral,base
total_recipe_hours,2026-02,16967.95,0.0,Recipe demand,neutral,base
seasonality_index,2026-02,1.2192,0.0,Calendar,neutral,base
planned_recipe_hours,2026-02,1032.71,0.0,Schedule,neutral,base
available_mill_hours,2026-02,1583.5,0.0,Capacity,neutral,base
slack_shortfall_hours,2026-02,550.79,0.0,Capacity balance,positive,base
avg_cost_per_ton,2026-02,1069.5181,1069.5181,Wheat price,neutral,base
total_sku_forecast_units,2026-02,40388685.0,0.0,Forecast,neutral,base
wheat_cost_index,2026-02,1008.2515,0.0,Raw material,neutral,base
avg_wheat_cost_sar,2026-02,1069.5181,0.0,Market,neutral,base
vision_2030_compliance,2026-02,85.5,0.0,Composite,positive,base
mill_utilization_pct,2026-02,65.2169,0.0,Utilization,positive,base
overload_hours,2026-02,0.0,0.0,Capacity,positive,base
recipe_switch_count,2026-02,173.0,0.0,Scheduling,neutral,base
downtime_risk_score,2026-02,32.6,0.0,Risk model,positive,base
total_wheat_requirement_tons,2026-02,646060.62,0.0,Procurement,neutral,base
avg_run_length_days,2026-02,0.2,0.0,Continuity,neutral,base
import_dependency_pct,2026-02,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2026-02,39.9,0.0,Geopolitics,negative,base
waste_rate_vs_target,2026-02,-0.54,0.0,Gap to target,positive,base
energy_per_ton,2026-02,67.4956,0.0,Efficiency,neutral,base
water_per_ton,2026-02,0.7838,0.0,Conservation,neutral,base
waste_impact_pct,2026-02,1.9567,0.0,Waste,positive,base
yield_variability_index,2026-02,0.115,0.0,Quality,neutral,base
vision_2030_index,2026-03,85.5,0.0,Sustainability,positive,base
recipe_time_utilization_pct,2026-03,64.5411,-0.6759,Time constraint,positive,base
capacity_violations_count,2026-03,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2026-03,1074.6091,5.0909,Wheat price,neutral,base
waste_rate_pct,2026-03,1.9245,-0.0321,Recipe mix,positive,base
wheat_cost_index,2026-03,1008.6753,0.0,Raw material,neutral,base
total_demand_tons,2026-03,1290985.08,92.9354,SKU forecast,positive,base
forecast_confidence_pct,2026-03,85.0,0.0,Model accuracy,positive,base
seasonality_index,2026-03,1.2145,0.0,Calendar,neutral,base
planned_recipe_hours,2026-03,1151.09,0.0,Schedule,neutral,base
available_mill_hours,2026-03,1783.5,0.0,Capacity,neutral,base
slack_shortfall_hours,2026-03,632.41,0.0,Capacity balance,positive,base
total_sku_forecast_units,2026-03,77952112.0,0.0,Forecast,neutral,base
total_recipe_hours,2026-03,32739.09,0.0,Recipe demand,neutral,base
avg_changeovers,2026-03,115.0,0.0,Recipe switches,neutral,base
bulk_flour_required_tons,2026-03,1290985.08,0.0,Flour demand,neutral,base
waste_impact_pct,2026-03,1.9245,0.0,Waste,positive,base
overload_hours,2026-03,0.0,0.0,Capacity,positive,base
recipe_switch_count,2026-03,194.0,0.0,Scheduling,neutral,base
avg_run_length_days,2026-03,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2026-03,32.3,0.0,Risk model,positive,base
vision_2030_compliance,2026-03,85.5,0.0,Composite,positive,base
mill_utilization_pct,2026-03,64.5411,0.0,Utilization,positive,base
total_wheat_requirement_tons,2026-03,1290985.0,0.0,Procurement,neutral,base
high_risk_supply_pct,2026-03,39.9,0.0,Geopolitics,negative,base
yield_variability_index,2026-03,0.114,0.0,Quality,neutral,base
waste_rate_vs_target,2026-03,-0.58,0.0,Gap to target,positive,base
energy_per_ton,2026-03,70.3555,0.0,Efficiency,neutral,base
water_per_ton,2026-03,0.7861,0.0,Conservation,neutral,base
avg_wheat_cost_sar,2026-03,1074.6091,0.0,Market,neutral,base
import_dependency_pct,2026-03,100.0,0.0,Supply chain,negative,base
recipe_time_utilization_pct,2026-04,64.5417,0.0006,Time constraint,positive,base
capacity_violations_count,2026-04,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2026-04,1048.1296,-26.4795,Wheat price,neutral,base
waste_rate_pct,2026-04,2.2067,0.2821,Recipe mix,positive,base
vision_2030_index,2026-04,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2026-04,83835570.0,0.0,Forecast,neutral,base
seasonality_index,2026-04,1.0,0.0,Calendar,neutral,base
total_recipe_hours,2026-04,35301.76,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2026-04,85.0,0.0,Model accuracy,positive,base
planned_recipe_hours,2026-04,1113.99,0.0,Schedule,neutral,base
available_mill_hours,2026-04,1726.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2026-04,612.01,0.0,Capacity balance,positive,base
avg_changeovers,2026-04,109.0,0.0,Recipe switches,neutral,base
total_demand_tons,2026-04,1388158.1,7.527,SKU forecast,positive,base
wheat_cost_index,2026-04,1010.1398,0.0,Raw material,neutral,base
bulk_flour_required_tons,2026-04,1388158.1,0.0,Flour demand,neutral,base
import_dependency_pct,2026-04,100.0,0.0,Supply chain,negative,base
overload_hours,2026-04,0.0,0.0,Capacity,positive,base
recipe_switch_count,2026-04,187.0,0.0,Scheduling,neutral,base
avg_run_length_days,2026-04,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2026-04,32.3,0.0,Risk model,positive,base
total_wheat_requirement_tons,2026-04,1388158.14,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2026-04,1048.1296,0.0,Market,neutral,base
waste_impact_pct,2026-04,2.2067,0.0,Waste,positive,base
high_risk_supply_pct,2026-04,40.2,0.0,Geopolitics,negative,base
yield_variability_index,2026-04,0.087,0.0,Quality,neutral,base
energy_per_ton,2026-04,69.1389,0.0,Efficiency,neutral,base
water_per_ton,2026-04,0.7883,0.0,Conservation,neutral,base
vision_2030_compliance,2026-04,85.5,0.0,Composite,positive,base
mill_utilization_pct,2026-04,64.5417,0.0,Utilization,positive,base
waste_rate_vs_target,2026-04,-0.29,0.0,Gap to target,positive,base
total_demand_tons,2026-05,1577874.9933,13.6668,SKU forecast,positive,base
recipe_time_utilization_pct,2026-05,64.1378,-0.4039,Time constraint,positive,base
capacity_violations_count,2026-05,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2026-05,1064.2821,16.1525,Wheat price,neutral,base
waste_rate_pct,2026-05,2.097,-0.1097,Recipe mix,positive,base
vision_2030_index,2026-05,85.5,0.0,Sustainability,positive,base
forecast_confidence_pct,2026-05,85.0,0.0,Model accuracy,positive,base
bulk_flour_required_tons,2026-05,1577874.9933,0.0,Flour demand,neutral,base
total_recipe_hours,2026-05,40158.66,0.0,Recipe demand,neutral,base
seasonality_index,2026-05,1.25,0.0,Calendar,neutral,base
planned_recipe_hours,2026-05,1131.07,0.0,Schedule,neutral,base
available_mill_hours,2026-05,1763.5,0.0,Capacity,neutral,base
slack_shortfall_hours,2026-05,632.43,0.0,Capacity balance,positive,base
avg_changeovers,2026-05,112.0,0.0,Recipe switches,neutral,base
total_sku_forecast_units,2026-05,95307856.0,0.0,Forecast,neutral,base
vision_2030_compliance,2026-05,85.5,0.0,Composite,positive,base
avg_wheat_cost_sar,2026-05,1064.2821,0.0,Market,neutral,base
wheat_cost_index,2026-05,1010.0823,0.0,Raw material,neutral,base
mill_utilization_pct,2026-05,64.1378,0.0,Utilization,positive,base
overload_hours,2026-05,0.0,0.0,Capacity,positive,base
recipe_switch_count,2026-05,192.0,0.0,Scheduling,neutral,base
downtime_risk_score,2026-05,32.1,0.0,Risk model,positive,base
total_wheat_requirement_tons,2026-05,1577875.08,0.0,Procurement,neutral,base
avg_run_length_days,2026-05,0.2,0.0,Continuity,neutral,base
import_dependency_pct,2026-05,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2026-05,40.2,0.0,Geopolitics,negative,base
waste_rate_vs_target,2026-05,-0.4,0.0,Gap to target,positive,base
energy_per_ton,2026-05,69.92,0.0,Efficiency,neutral,base
water_per_ton,2026-05,0.7883,0.0,Conservation,neutral,base
waste_impact_pct,2026-05,2.097,0.0,Waste,positive,base
yield_variability_index,2026-05,0.101,0.0,Quality,neutral,base
vision_2030_index,2026-06,85.5,0.0,Sustainability,positive,base
recipe_time_utilization_pct,2026-06,63.9334,-0.2044,Time constraint,positive,base
capacity_violations_count,2026-06,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2026-06,1030.0428,-34.2393,Wheat price,neutral,base
waste_rate_pct,2026-06,2.114,0.017,Recipe mix,positive,base
avg_changeovers,2026-06,113.0,0.0,Recipe switches,neutral,base
total_demand_tons,2026-06,1665793.5,5.572,SKU forecast,positive,base
total_recipe_hours,2026-06,42357.48,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2026-06,85.0,0.0,Model accuracy,positive,base
seasonality_index,2026-06,1.0,0.0,Calendar,neutral,base
planned_recipe_hours,2026-06,1084.95,0.0,Schedule,neutral,base
available_mill_hours,2026-06,1697.0,0.0,Capacity,neutral,base
total_sku_forecast_units,2026-06,100631356.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2026-06,1665793.5,0.0,Flour demand,neutral,base
slack_shortfall_hours,2026-06,612.05,0.0,Capacity balance,positive,base
vision_2030_compliance,2026-06,85.5,0.0,Composite,positive,base
wheat_cost_index,2026-06,1010.6541,0.0,Raw material,neutral,base
overload_hours,2026-06,0.0,0.0,Capacity,positive,base
recipe_switch_count,2026-06,187.0,0.0,Scheduling,neutral,base
avg_run_length_days,2026-06,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2026-06,32.0,0.0,Risk model,positive,base
total_wheat_requirement_tons,2026-06,1665793.35,0.0,Procurement,neutral,base
yield_variability_index,2026-06,0.081,0.0,Quality,neutral,base
mill_utilization_pct,2026-06,63.9334,0.0,Utilization,positive,base
high_risk_supply_pct,2026-06,40.1,0.0,Geopolitics,negative,base
waste_rate_vs_target,2026-06,-0.39,0.0,Gap to target,positive,base
energy_per_ton,2026-06,69.073,0.0,Efficiency,neutral,base
water_per_ton,2026-06,0.7761,0.0,Conservation,neutral,base
waste_impact_pct,2026-06,2.114,0.0,Waste,positive,base
avg_wheat_cost_sar,2026-06,1030.0428,0.0,Market,neutral,base
import_dependency_pct,2026-06,100.0,0.0,Supply chain,negative,base
avg_changeovers,2026-07,116.0,0.0,Recipe switches,neutral,base
total_demand_tons,2026-07,1864764.9067,11.9445,SKU forecast,positive,base
recipe_time_utilization_pct,2026-07,65.2325,1.2991,Time constraint,positive,base
capacity_violations_count,2026-07,0.0,0.0,Overload,positive,base
waste_rate_pct,2026-07,2.0591,-0.0549,Recipe mix,positive,base
vision_2030_index,2026-07,85.5,0.0,Sustainability,positive,base
forecast_confidence_pct,2026-07,85.0,0.0,Model accuracy,positive,base
bulk_flour_required_tons,2026-07,1864764.9067,0.0,Flour demand,neutral,base
total_recipe_hours,2026-07,47414.75,0.0,Recipe demand,neutral,base
seasonality_index,2026-07,1.0,0.0,Calendar,neutral,base
planned_recipe_hours,2026-07,1186.58,0.0,Schedule,neutral,base
available_mill_hours,2026-07,1819.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2026-07,632.42,0.0,Capacity balance,positive,base
avg_cost_per_ton,2026-07,1011.1382,-18.9047,Wheat price,neutral,base
wheat_cost_index,2026-07,1010.852,0.0,Raw material,neutral,base
total_sku_forecast_units,2026-07,112663586.0,0.0,Forecast,neutral,base
avg_wheat_cost_sar,2026-07,1011.1382,0.0,Market,neutral,base
mill_utilization_pct,2026-07,65.2325,0.0,Utilization,positive,base
overload_hours,2026-07,0.0,0.0,Capacity,positive,base
recipe_switch_count,2026-07,199.0,0.0,Scheduling,neutral,base
avg_run_length_days,2026-07,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2026-07,32.6,0.0,Risk model,positive,base
total_wheat_requirement_tons,2026-07,1864765.04,0.0,Procurement,neutral,base
vision_2030_compliance,2026-07,85.5,0.0,Composite,positive,base
import_dependency_pct,2026-07,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2026-07,40.1,0.0,Geopolitics,negative,base
waste_rate_vs_target,2026-07,-0.44,0.0,Gap to target,positive,base
energy_per_ton,2026-07,68.8509,0.0,Efficiency,neutral,base
water_per_ton,2026-07,0.7864,0.0,Conservation,neutral,base
waste_impact_pct,2026-07,2.0591,0.0,Waste,positive,base
yield_variability_index,2026-07,0.094,0.0,Quality,neutral,base
total_demand_tons,2026-08,2010561.42,7.8185,SKU forecast,positive,base
recipe_time_utilization_pct,2026-08,64.3529,-0.8797,Time constraint,positive,base
capacity_violations_count,2026-08,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2026-08,999.1859,-11.9523,Wheat price,neutral,base
waste_rate_pct,2026-08,2.143,0.0839,Recipe mix,positive,base
vision_2030_index,2026-08,85.5,0.0,Sustainability,positive,base
forecast_confidence_pct,2026-08,85.0,0.0,Model accuracy,positive,base
bulk_flour_required_tons,2026-08,2010561.42,0.0,Flour demand,neutral,base
total_recipe_hours,2026-08,51119.97,0.0,Recipe demand,neutral,base
seasonality_index,2026-08,1.0,0.0,Calendar,neutral,base
planned_recipe_hours,2026-08,1141.62,0.0,Schedule,neutral,base
available_mill_hours,2026-08,1774.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2026-08,632.38,0.0,Capacity balance,positive,base
avg_changeovers,2026-08,116.0,0.0,Recipe switches,neutral,base
total_sku_forecast_units,2026-08,121483880.0,0.0,Forecast,neutral,base
avg_wheat_cost_sar,2026-08,999.1859,0.0,Market,neutral,base
vision_2030_compliance,2026-08,85.5,0.0,Composite,positive,base
wheat_cost_index,2026-08,1011.0241,0.0,Raw material,neutral,base
downtime_risk_score,2026-08,32.2,0.0,Risk model,positive,base
mill_utilization_pct,2026-08,64.3529,0.0,Utilization,positive,base
overload_hours,2026-08,0.0,0.0,Capacity,positive,base
avg_run_length_days,2026-08,0.2,0.0,Continuity,neutral,base
total_wheat_requirement_tons,2026-08,2010561.23,0.0,Procurement,neutral,base
recipe_switch_count,2026-08,195.0,0.0,Scheduling,neutral,base
import_dependency_pct,2026-08,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2026-08,40.1,0.0,Geopolitics,negative,base
yield_variability_index,2026-08,0.074,0.0,Quality,neutral,base
waste_rate_vs_target,2026-08,-0.36,0.0,Gap to target,positive,base
energy_per_ton,2026-08,69.597,0.0,Efficiency,neutral,base
water_per_ton,2026-08,0.7724,0.0,Conservation,neutral,base
waste_impact_pct,2026-08,2.143,0.0,Waste,positive,base
vision_2030_index,2026-09,85.5,0.0,Sustainability,positive,base
recipe_time_utilization_pct,2026-09,65.5303,1.1774,Time constraint,positive,base
capacity_violations_count,2026-09,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2026-09,989.5754,-9.6105,Wheat price,neutral,base
waste_rate_pct,2026-09,2.2544,0.1114,Recipe mix,positive,base
avg_changeovers,2026-09,112.0,0.0,Recipe switches,neutral,base
total_demand_tons,2026-09,2084522.3,3.6786,SKU forecast,positive,base
total_recipe_hours,2026-09,52998.8,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2026-09,85.0,0.0,Model accuracy,positive,base
seasonality_index,2026-09,1.0,0.0,Calendar,neutral,base
planned_recipe_hours,2026-09,1163.49,0.0,Schedule,neutral,base
available_mill_hours,2026-09,1775.5,0.0,Capacity,neutral,base
total_sku_forecast_units,2026-09,125962914.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2026-09,2084522.3,0.0,Flour demand,neutral,base
slack_shortfall_hours,2026-09,612.01,0.0,Capacity balance,positive,base
vision_2030_compliance,2026-09,85.5,0.0,Composite,positive,base
wheat_cost_index,2026-09,1011.1708,0.0,Raw material,neutral,base
overload_hours,2026-09,0.0,0.0,Capacity,positive,base
recipe_switch_count,2026-09,193.0,0.0,Scheduling,neutral,base
avg_run_length_days,2026-09,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2026-09,32.8,0.0,Risk model,positive,base
total_wheat_requirement_tons,2026-09,2084522.34,0.0,Procurement,neutral,base
yield_variability_index,2026-09,0.071,0.0,Quality,neutral,base
mill_utilization_pct,2026-09,65.5303,0.0,Utilization,positive,base
high_risk_supply_pct,2026-09,40.1,0.0,Geopolitics,negative,base
waste_rate_vs_target,2026-09,-0.25,0.0,Gap to target,positive,base
energy_per_ton,2026-09,69.0967,0.0,Efficiency,neutral,base
water_per_ton,2026-09,0.755,0.0,Conservation,neutral,base
waste_impact_pct,2026-09,2.2544,0.0,Waste,positive,base
avg_wheat_cost_sar,2026-09,989.5754,0.0,Market,neutral,base
import_dependency_pct,2026-09,100.0,0.0,Supply chain,negative,base
avg_changeovers,2026-10,115.0,0.0,Recipe switches,neutral,base
total_demand_tons,2026-10,2297451.3333,10.2148,SKU forecast,positive,base
recipe_time_utilization_pct,2026-10,65.6288,0.0985,Time constraint,positive,base
capacity_violations_count,2026-10,0.0,0.0,Overload,positive,base
waste_rate_pct,2026-10,1.7843,-0.4702,Recipe mix,positive,base
vision_2030_index,2026-10,85.5,0.0,Sustainability,positive,base
forecast_confidence_pct,2026-10,85.0,0.0,Model accuracy,positive,base
bulk_flour_required_tons,2026-10,2297451.3333,0.0,Flour demand,neutral,base
total_recipe_hours,2026-10,58410.87,0.0,Recipe demand,neutral,base
seasonality_index,2026-10,1.0,0.0,Calendar,neutral,base
planned_recipe_hours,2026-10,1207.57,0.0,Schedule,neutral,base
available_mill_hours,2026-10,1840.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2026-10,632.43,0.0,Capacity balance,positive,base
avg_cost_per_ton,2026-10,987.6431,-1.9323,Wheat price,neutral,base
wheat_cost_index,2026-10,1011.2991,0.0,Raw material,neutral,base
total_sku_forecast_units,2026-10,138839554.0,0.0,Forecast,neutral,base
avg_wheat_cost_sar,2026-10,987.6431,0.0,Market,neutral,base
mill_utilization_pct,2026-10,65.6288,0.0,Utilization,positive,base
overload_hours,2026-10,0.0,0.0,Capacity,positive,base
recipe_switch_count,2026-10,200.0,0.0,Scheduling,neutral,base
avg_run_length_days,2026-10,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2026-10,32.8,0.0,Risk model,positive,base
total_wheat_requirement_tons,2026-10,2297451.41,0.0,Procurement,neutral,base
vision_2030_compliance,2026-10,85.5,0.0,Composite,positive,base
import_dependency_pct,2026-10,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2026-10,40.1,0.0,Geopolitics,negative,base
waste_rate_vs_target,2026-10,-0.72,0.0,Gap to target,positive,base
energy_per_ton,2026-10,69.7586,0.0,Efficiency,neutral,base
water_per_ton,2026-10,0.792,0.0,Conservation,neutral,base
waste_impact_pct,2026-10,1.7843,0.0,Waste,positive,base
yield_variability_index,2026-10,0.09,0.0,Quality,neutral,base
total_demand_tons,2026-11,2362157.7,2.8164,SKU forecast,positive,base
recipe_time_utilization_pct,2026-11,63.8304,-1.7984,Time constraint,positive,base
capacity_violations_count,2026-11,0.0,0.0,Overload,positive,base
waste_rate_pct,2026-11,1.97,0.1857,Recipe mix,positive,base
vision_2030_index,2026-11,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2026-11,142758700.0,0.0,Forecast,neutral,base
planned_recipe_hours,2026-11,1080.01,0.0,Schedule,neutral,base
forecast_confidence_pct,2026-11,85.0,0.0,Model accuracy,positive,base
seasonality_index,2026-11,1.0,0.0,Calendar,neutral,base
available_mill_hours,2026-11,1692.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2026-11,611.99,0.0,Capacity balance,positive,base
total_recipe_hours,2026-11,60054.52,0.0,Recipe demand,neutral,base
avg_changeovers,2026-11,111.0,0.0,Recipe switches,neutral,base
avg_cost_per_ton,2026-11,999.4051,11.762,Wheat price,neutral,base
wheat_cost_index,2026-11,1011.4123,0.0,Raw material,neutral,base
bulk_flour_required_tons,2026-11,2362157.7,0.0,Flour demand,neutral,base
avg_wheat_cost_sar,2026-11,999.4051,0.0,Market,neutral,base
waste_impact_pct,2026-11,1.97,0.0,Waste,positive,base
total_wheat_requirement_tons,2026-11,2362157.5,0.0,Procurement,neutral,base
overload_hours,2026-11,0.0,0.0,Capacity,positive,base
recipe_switch_count,2026-11,186.0,0.0,Scheduling,neutral,base
downtime_risk_score,2026-11,31.9,0.0,Risk model,positive,base
vision_2030_compliance,2026-11,85.5,0.0,Composite,positive,base
avg_run_length_days,2026-11,0.2,0.0,Continuity,neutral,base
import_dependency_pct,2026-11,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2026-11,40.1,0.0,Geopolitics,negative,base
yield_variability_index,2026-11,0.085,0.0,Quality,neutral,base
waste_rate_vs_target,2026-11,-0.53,0.0,Gap to target,positive,base
energy_per_ton,2026-11,69.9691,0.0,Efficiency,neutral,base
water_per_ton,2026-11,0.8044,0.0,Conservation,neutral,base
mill_utilization_pct,2026-11,63.8304,0.0,Utilization,positive,base
avg_changeovers,2026-12,116.0,0.0,Recipe switches,neutral,base
total_demand_tons,2026-12,2584341.2467,9.406,SKU forecast,positive,base
recipe_time_utilization_pct,2026-12,62.8908,-0.9395,Time constraint,positive,base
capacity_violations_count,2026-12,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2026-12,1011.4369,12.0318,Wheat price,neutral,base
vision_2030_index,2026-12,85.5,0.0,Sustainability,positive,base
slack_shortfall_hours,2026-12,632.34,0.0,Capacity balance,positive,base
bulk_flour_required_tons,2026-12,2584341.2467,0.0,Flour demand,neutral,base
total_recipe_hours,2026-12,65701.81,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2026-12,85.0,0.0,Model accuracy,positive,base
seasonality_index,2026-12,1.0,0.0,Calendar,neutral,base
planned_recipe_hours,2026-12,1071.66,0.0,Schedule,neutral,base
available_mill_hours,2026-12,1704.0,0.0,Capacity,neutral,base
total_sku_forecast_units,2026-12,156195410.0,0.0,Forecast,neutral,base
avg_wheat_cost_sar,2026-12,1011.4369,0.0,Market,neutral,base
waste_rate_pct,2026-12,2.1527,0.1827,Recipe mix,positive,base
import_dependency_pct,2026-12,100.0,0.0,Supply chain,negative,base
total_wheat_requirement_tons,2026-12,2584341.32,0.0,Procurement,neutral,base
mill_utilization_pct,2026-12,62.8908,0.0,Utilization,positive,base
overload_hours,2026-12,0.0,0.0,Capacity,positive,base
recipe_switch_count,2026-12,191.0,0.0,Scheduling,neutral,base
avg_run_length_days,2026-12,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2026-12,31.4,0.0,Risk model,positive,base
wheat_cost_index,2026-12,1011.513,0.0,Raw material,neutral,base
high_risk_supply_pct,2026-12,40.0,0.0,Geopolitics,negative,base
yield_variability_index,2026-12,0.091,0.0,Quality,neutral,base
waste_rate_vs_target,2026-12,-0.35,0.0,Gap to target,positive,base
energy_per_ton,2026-12,68.9355,0.0,Efficiency,neutral,base
water_per_ton,2026-12,0.7792,0.0,Conservation,neutral,base
waste_impact_pct,2026-12,2.1527,0.0,Waste,positive,base
vision_2030_compliance,2026-12,85.5,0.0,Composite,positive,base
planned_recipe_hours,2027-01,1149.58,0.0,Schedule,neutral,base
seasonality_index,2027-01,1.0,0.0,Calendar,neutral,base
forecast_confidence_pct,2027-01,85.0,0.0,Model accuracy,positive,base
total_recipe_hours,2027-01,69407.0,0.0,Recipe demand,neutral,base
total_sku_forecast_units,2027-01,165015480.0,0.0,Forecast,neutral,base
vision_2030_index,2027-01,85.5,0.0,Sustainability,positive,base
recipe_time_utilization_pct,2027-01,64.5107,1.6198,Time constraint,positive,base
avg_cost_per_ton,2027-01,1006.4517,-4.9853,Wheat price,neutral,base
capacity_violations_count,2027-01,0.0,0.0,Overload,positive,base
total_demand_tons,2027-01,2730137.76,5.6415,SKU forecast,positive,base
water_per_ton,2027-01,0.7985,0.0,Conservation,neutral,base
avg_changeovers,2027-01,113.0,0.0,Recipe switches,neutral,base
available_mill_hours,2027-01,1782.0,0.0,Capacity,neutral,base
waste_rate_pct,2027-01,1.9712,-0.1815,Recipe mix,positive,base
slack_shortfall_hours,2027-01,632.42,0.0,Capacity balance,positive,base
vision_2030_compliance,2027-01,85.5,0.0,Composite,positive,base
wheat_cost_index,2027-01,991.7691,0.0,Raw material,neutral,base
mill_utilization_pct,2027-01,64.5107,0.0,Utilization,positive,base
overload_hours,2027-01,0.0,0.0,Capacity,positive,base
recipe_switch_count,2027-01,195.0,0.0,Scheduling,neutral,base
avg_run_length_days,2027-01,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2027-01,32.3,0.0,Risk model,positive,base
energy_per_ton,2027-01,69.6087,0.0,Efficiency,neutral,base
bulk_flour_required_tons,2027-01,2730137.76,0.0,Flour demand,neutral,base
import_dependency_pct,2027-01,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2027-01,40.0,0.0,Geopolitics,negative,base
yield_variability_index,2027-01,0.07,0.0,Quality,neutral,base
waste_rate_vs_target,2027-01,-0.53,0.0,Gap to target,positive,base
waste_impact_pct,2027-01,1.9712,0.0,Waste,positive,base
